,loan_amnt,date,dti,zip_code,emp_length,date
4880683,7500.0,2017-01-08,4.52%,243xx,< 1 year,2017-01-08
14690275,5000.0,2018-05-08,16.62%,328xx,< 1 year,2018-05-08
10728733,12075.0,2017-11-09,18%,604xx,< 1 year,2017-11-09
16007132,15000.0,2018-06-25,7.54%,450xx,4 years,2018-06-25
14500506,12000.0,2018-05-02,27.32%,900xx,< 1 year,2018-05-02
2383738,6700.0,2016-07-22,22.75%,773xx,< 1 year,2016-07-22
3805918,20000.0,2016-10-31,39.24%,463xx,< 1 year,2016-10-31
9859377,6000.0,2017-10-02,13.45%,070xx,2 years,2017-10-02
10583484,11125.0,2017-11-03,100%,958xx,< 1 year,2017-11-03
10673152,4000.0,2017-11-08,6.71%,104xx,< 1 year,2017-11-08
18118619,5000.0,2018-09-08,100%,335xx,< 1 year,2018-09-08
6550685,20000.0,2017-04-26,46.5%,750xx,< 1 year,2017-04-26
14690772,10000.0,2018-05-08,29.4%,370xx,< 1 year,2018-05-08
12964925,10000.0,2018-02-23,18.98%,797xx,< 1 year,2018-02-23
11774424,4000.0,2017-12-27,20.36%,890xx,< 1 year,2017-12-27
19712901,5000.0,2018-11-02,12.72%,286xx,< 1 year,2018-11-02
4512906,40000.0,2016-12-13,1.51%,201xx,< 1 year,2016-12-13
3411165,3000.0,2016-10-04,100%,453xx,< 1 year,2016-10-04
20210382,4000.0,2018-11-20,17.24%,934xx,< 1 year,2018-11-20
11959771,2000.0,2018-01-06,4.88%,989xx,< 1 year,2018-01-06
7072011,3000.0,2017-05-24,14.34%,451xx,< 1 year,2017-05-24
1718783,6500.0,2016-05-29,17.84%,785xx,< 1 year,2016-05-29
1288854,3000.0,2016-04-15,3%,903xx,5 years,2016-04-15
9271511,2000.0,2017-09-06,7.08%,220xx,< 1 year,2017-09-06
14152754,30000.0,2018-04-19,35.77%,364xx,2 years,2018-04-19
16039772,25000.0,2018-06-26,9.26%,622xx,5 years,2018-06-26
12702198,4500.0,2018-02-11,19.32%,957xx,< 1 year,2018-02-11
7793217,20000.0,2017-06-29,20.31%,337xx,1 year,2017-06-29
9398466,1000.0,2017-09-12,5.4%,328xx,5 years,2017-09-12
843070,5000.0,2016-03-14,19.2%,982xx,< 1 year,2016-03-14
11045160,5000.0,2017-11-22,20.2%,338xx,< 1 year,2017-11-22
1856892,15000.0,2016-06-15,45.6%,745xx,< 1 year,2016-06-15
7193332,24000.0,2017-05-31,28.18%,300xx,< 1 year,2017-05-31
4764360,1500.0,2016-12-31,21.92%,774xx,5 years,2016-12-31
16301157,5000.0,2018-07-07,9999%,232xx,< 1 year,2018-07-07
3539142,15000.0,2016-10-13,35.94%,775xx,< 1 year,2016-10-13
11878716,16000.0,2018-01-02,8.78%,784xx,< 1 year,2018-01-02
6224625,10000.0,2017-04-05,10.5%,379xx,< 1 year,2017-04-05
20586236,25000.0,2018-12-04,100%,347xx,< 1 year,2018-12-04
21269614,40000.0,2018-12-28,53.53%,430xx,< 1 year,2018-12-28
21026445,5000.0,2018-12-18,26.88%,550xx,< 1 year,2018-12-18
4779923,2000.0,2017-01-02,10.55%,088xx,< 1 year,2017-01-02
15899612,30000.0,2018-06-20,40.05%,960xx,< 1 year,2018-06-20
7826960,1500.0,2017-07-01,1.95%,271xx,< 1 year,2017-07-01
3506594,8000.0,2016-10-11,0%,316xx,< 1 year,2016-10-11
2509065,20000.0,2016-08-01,39.28%,782xx,< 1 year,2016-08-01
9225651,5500.0,2017-09-04,18.19%,806xx,< 1 year,2017-09-04
19997516,5000.0,2018-11-13,100%,956xx,< 1 year,2018-11-13
5225957,1000.0,2017-01-30,7.11%,535xx,< 1 year,2017-01-30
819794,125000.0,2016-03-13,-1%,232xx,< 1 year,2016-03-13
5472948,40000.0,2017-02-15,48.94%,300xx,< 1 year,2017-02-15
11667824,4000.0,2017-12-20,23.95%,063xx,< 1 year,2017-12-20
1201352,15000.0,2016-04-09,-1%,335xx,< 1 year,2016-04-09
13092334,5000.0,2018-03-02,23.12%,342xx,< 1 year,2018-03-02
17497406,40000.0,2018-08-17,100%,067xx,< 1 year,2018-08-17
2019740,1000.0,2016-06-27,16.56%,163xx,4 years,2016-06-27
10458823,2100.0,2017-10-29,1.98%,760xx,< 1 year,2017-10-29
3344009,13000.0,2016-09-29,53.89%,328xx,< 1 year,2016-09-29
777317,3000.0,2016-03-10,64.32%,295xx,< 1 year,2016-03-10
7996675,11000.0,2017-07-10,21.81%,201xx,5 years,2017-07-10
11691064,1000.0,2017-12-21,391.31%,638xx,< 1 year,2017-12-21
5523487,40000.0,2017-02-18,100%,706xx,< 1 year,2017-02-18
12793006,25000.0,2018-02-15,5.51%,461xx,< 1 year,2018-02-15
8613577,5000.0,2017-08-06,82.24%,147xx,< 1 year,2017-08-06
9895704,25000.0,2017-10-04,44.5%,085xx,< 1 year,2017-10-04
7288475,20000.0,2017-06-05,22.33%,031xx,5 years,2017-06-05
7431027,1500.0,2017-06-12,0%,857xx,< 1 year,2017-06-12
8520371,30000.0,2017-08-01,62.44%,922xx,< 1 year,2017-08-01
10441346,20000.0,2017-10-28,9999%,158xx,< 1 year,2017-10-28
14316977,10000.0,2018-04-25,48.35%,100xx,< 1 year,2018-04-25
12321200,5000.0,2018-01-23,18.45%,711xx,< 1 year,2018-01-23
2760448,40000.0,2016-08-17,15.07%,105xx,< 1 year,2016-08-17
4779099,7000.0,2017-01-02,47.83%,478xx,< 1 year,2017-01-02
10074934,30000.0,2017-10-12,2.16%,946xx,< 1 year,2017-10-12
11674733,2500.0,2017-12-20,45.54%,760xx,< 1 year,2017-12-20
9331457,10000.0,2017-09-09,31.58%,460xx,< 1 year,2017-09-09
10050138,3000.0,2017-10-11,11.63%,275xx,< 1 year,2017-10-11
278108,4600.0,2016-01-26,18.49%,172xx,5 years,2016-01-26
13043547,23225.0,2018-02-28,44.55%,735xx,< 1 year,2018-02-28
6951077,25000.0,2017-05-18,370.89%,109xx,< 1 year,2017-05-18
16940566,5000.0,2018-07-29,0.76%,787xx,< 1 year,2018-07-29
16036920,25000.0,2018-06-26,100%,117xx,< 1 year,2018-06-26
4082591,1000.0,2016-11-17,21.78%,417xx,< 1 year,2016-11-17
9803975,4000.0,2017-09-29,9.47%,462xx,5 years,2017-09-29
6314600,2800.0,2017-04-11,13.76%,442xx,< 1 year,2017-04-11
7107205,20000.0,2017-05-26,15.42%,330xx,< 1 year,2017-05-26
16981061,20000.0,2018-07-30,25.8%,120xx,1 year,2018-07-30
21277755,1500.0,2018-12-28,0%,532xx,< 1 year,2018-12-28
19259172,4000.0,2018-10-17,38.45%,553xx,< 1 year,2018-10-17
4404592,30000.0,2016-12-07,56.54%,074xx,< 1 year,2016-12-07
119334,30000.0,2016-01-12,5.95%,900xx,3 years,2016-01-12
2883873,13500.0,2016-08-26,11.18%,953xx,5 years,2016-08-26
1906974,3000.0,2016-06-20,0%,281xx,5 years,2016-06-20
20635724,1500.0,2018-12-05,8.53%,480xx,< 1 year,2018-12-05
11579855,30000.0,2017-12-16,32.89%,146xx,10+ years,2017-12-16
6556518,1000.0,2017-04-26,4.04%,349xx,< 1 year,2017-04-26
19636259,100000.0,2018-10-31,-1%,970xx,< 1 year,2018-10-31
19234864,15000.0,2018-10-17,7.83%,920xx,< 1 year,2018-10-17
6164921,5000.0,2017-04-02,11.84%,021xx,< 1 year,2017-04-02
4806178,200000.0,2017-01-03,-1%,044xx,< 1 year,2017-01-03
9383497,20000.0,2017-09-12,38.31%,705xx,< 1 year,2017-09-12
12640685,30000.0,2018-02-07,14.42%,335xx,< 1 year,2018-02-07
21308615,1000.0,2018-12-30,28.91%,980xx,< 1 year,2018-12-30
792854,7000.0,2016-03-10,15.64%,378xx,< 1 year,2016-03-10
17234021,10000.0,2018-08-08,45.38%,120xx,< 1 year,2018-08-08
9560254,5000.0,2017-09-19,9.5%,187xx,< 1 year,2017-09-19
19709849,35000.0,2018-11-02,54.67%,560xx,< 1 year,2018-11-02
17128865,7000.0,2018-08-05,34.62%,238xx,< 1 year,2018-08-05
14540544,10000.0,2018-05-03,9.81%,201xx,< 1 year,2018-05-03
5181444,10000.0,2017-01-26,9.6%,601xx,< 1 year,2017-01-26
17979728,35000.0,2018-09-03,40.99%,152xx,< 1 year,2018-09-03
13821872,20000.0,2018-04-05,16.5%,740xx,< 1 year,2018-04-05
18422899,10000.0,2018-09-18,24.67%,301xx,< 1 year,2018-09-18
4753346,20000.0,2016-12-30,29.82%,293xx,5 years,2016-12-30
13692813,1000.0,2018-03-30,4.29%,908xx,< 1 year,2018-03-30
15043339,35000.0,2018-05-20,100%,330xx,< 1 year,2018-05-20
3782195,1000.0,2016-10-29,624.43%,461xx,< 1 year,2016-10-29
3118977,30000.0,2016-09-12,39.72%,740xx,< 1 year,2016-09-12
11669356,10000.0,2017-12-20,20.57%,250xx,< 1 year,2017-12-20
12857195,8000.0,2018-02-19,32.82%,372xx,< 1 year,2018-02-19
9313196,12000.0,2017-09-08,12%,852xx,< 1 year,2017-09-08
17398022,12000.0,2018-08-14,39.6%,788xx,< 1 year,2018-08-14
3930400,10000.0,2016-11-08,13.54%,070xx,< 1 year,2016-11-08
8820659,20000.0,2017-08-16,34.82%,281xx,< 1 year,2017-08-16
10780396,7000.0,2017-11-12,4.58%,181xx,< 1 year,2017-11-12
14132093,35000.0,2018-04-18,100%,945xx,< 1 year,2018-04-18
18910035,10000.0,2018-10-05,11.24%,443xx,< 1 year,2018-10-05
3666269,5000.0,2016-10-21,24.92%,331xx,< 1 year,2016-10-21
5643308,3500.0,2017-02-27,20.86%,180xx,< 1 year,2017-02-27
19001648,24000.0,2018-10-09,17.61%,207xx,< 1 year,2018-10-09
7654317,4500.0,2017-06-22,42.39%,462xx,< 1 year,2017-06-22
19732688,5000.0,2018-11-03,25.61%,960xx,< 1 year,2018-11-03
12040452,1000.0,2018-01-10,17.77%,992xx,< 1 year,2018-01-10
12818801,16000.0,2018-02-16,26.63%,773xx,< 1 year,2018-02-16
13224623,1000.0,2018-03-08,1041.46%,290xx,< 1 year,2018-03-08
6533557,10050.0,2017-04-25,100%,657xx,< 1 year,2017-04-25
15065137,7000.0,2018-05-21,45.69%,356xx,< 1 year,2018-05-21
7192360,18000.0,2017-05-31,18.49%,104xx,< 1 year,2017-05-31
4047503,40000.0,2016-11-15,30.52%,292xx,< 1 year,2016-11-15
16264089,10000.0,2018-07-05,100%,894xx,< 1 year,2018-07-05
15334551,1000.0,2018-05-31,210.19%,183xx,< 1 year,2018-05-31
16401935,30000.0,2018-07-10,33.82%,114xx,< 1 year,2018-07-10
6814219,1000.0,2017-05-11,16.51%,640xx,< 1 year,2017-05-11
8225200,1000.0,2017-07-19,868%,232xx,< 1 year,2017-07-19
4434568,5000.0,2016-12-08,3.3%,596xx,5 years,2016-12-08
2970888,10000.0,2016-09-01,7.47%,112xx,< 1 year,2016-09-01
13380819,40000.0,2018-03-15,41.06%,785xx,< 1 year,2018-03-15
17591040,20000.0,2018-08-21,23.12%,199xx,< 1 year,2018-08-21
13721812,25000.0,2018-04-01,13.4%,347xx,< 1 year,2018-04-01
13011883,30000.0,2018-02-26,27.35%,492xx,< 1 year,2018-02-26
3211247,6000.0,2016-09-19,26.87%,129xx,5 years,2016-09-19
18639292,2375.0,2018-09-26,17.32%,440xx,< 1 year,2018-09-26
21148359,18000.0,2018-12-22,29.45%,334xx,< 1 year,2018-12-22
1813816,2000.0,2016-06-13,1.51%,117xx,5 years,2016-06-13
18879090,10000.0,2018-10-04,0.6%,952xx,< 1 year,2018-10-04
10314923,10000.0,2017-10-23,396.88%,338xx,< 1 year,2017-10-23
7439859,5000.0,2017-06-12,15%,614xx,< 1 year,2017-06-12
19608242,10000.0,2018-10-30,13.41%,973xx,< 1 year,2018-10-30
16861046,10000.0,2018-07-26,20.11%,333xx,< 1 year,2018-07-26
1488902,1800.0,2016-05-01,0.12%,107xx,5 years,2016-05-01
11956746,40000.0,2018-01-06,22.5%,774xx,< 1 year,2018-01-06
20258062,17575.0,2018-11-22,100%,975xx,< 1 year,2018-11-22
18651288,5000.0,2018-09-26,10.89%,212xx,< 1 year,2018-09-26
4279701,20000.0,2016-11-30,-1%,221xx,5 years,2016-11-30
20448416,12000.0,2018-11-29,28.97%,334xx,< 1 year,2018-11-29
6343726,40000.0,2017-04-13,5.1%,851xx,< 1 year,2017-04-13
3329189,5000.0,2016-09-28,21.71%,786xx,< 1 year,2016-09-28
21006449,5000.0,2018-12-17,36.08%,479xx,< 1 year,2018-12-17
19635258,2500.0,2018-10-31,49.88%,857xx,< 1 year,2018-10-31
1401003,100000.0,2016-04-25,-1%,441xx,< 1 year,2016-04-25
12275902,1000.0,2018-01-21,100%,118xx,< 1 year,2018-01-21
20149350,3500.0,2018-11-18,19.92%,339xx,< 1 year,2018-11-18
8675007,35000.0,2017-08-09,47.48%,467xx,< 1 year,2017-08-09
2310796,15000.0,2016-07-16,22.2%,217xx,< 1 year,2016-07-16
11792808,5000.0,2017-12-28,24.82%,159xx,< 1 year,2017-12-28
11172027,8000.0,2017-11-29,13.2%,336xx,< 1 year,2017-11-29
2007282,5000.0,2016-06-26,19.88%,430xx,< 1 year,2016-06-26
14965855,30000.0,2018-05-17,49.28%,296xx,< 1 year,2018-05-17
19712333,10000.0,2018-11-02,8.3%,335xx,< 1 year,2018-11-02
10683839,10000.0,2017-11-08,47.6%,471xx,< 1 year,2017-11-08
20899286,2500.0,2018-12-13,20.76%,937xx,< 1 year,2018-12-13
18271567,15000.0,2018-09-13,6.14%,999xx,< 1 year,2018-09-13
626596,7000.0,2016-02-26,37.7%,302xx,5 years,2016-02-26
5073145,3650.0,2017-01-19,32.21%,292xx,< 1 year,2017-01-19
7099494,5000.0,2017-05-26,38%,275xx,< 1 year,2017-05-26
17463726,1500.0,2018-08-16,9999%,104xx,< 1 year,2018-08-16
8184777,25000.0,2017-07-18,9.36%,376xx,< 1 year,2017-07-18
17643857,12000.0,2018-08-22,26.74%,926xx,< 1 year,2018-08-22
8145831,9000.0,2017-07-17,14.72%,600xx,< 1 year,2017-07-17
3253170,1000.0,2016-09-22,24.69%,826xx,< 1 year,2016-09-22
13500259,12000.0,2018-03-21,28.58%,444xx,< 1 year,2018-03-21
6140567,1000.0,2017-03-31,100%,923xx,< 1 year,2017-03-31
20285687,10000.0,2018-11-23,16.04%,481xx,< 1 year,2018-11-23
16096224,30000.0,2018-06-28,2.34%,199xx,< 1 year,2018-06-28
6413369,5000.0,2017-04-18,-1%,857xx,< 1 year,2017-04-18
16757905,10000.0,2018-07-23,26.1%,750xx,< 1 year,2018-07-23
13226689,10000.0,2018-03-08,11.37%,707xx,< 1 year,2018-03-08
20160158,35000.0,2018-11-18,36.85%,959xx,< 1 year,2018-11-18
14192395,20000.0,2018-04-20,9.1%,484xx,< 1 year,2018-04-20
11043037,15000.0,2017-11-22,13.92%,640xx,< 1 year,2017-11-22
14796769,35000.0,2018-05-12,6.28%,300xx,< 1 year,2018-05-12
13920446,3000.0,2018-04-10,57.83%,952xx,< 1 year,2018-04-10
6858962,35000.0,2017-05-14,4.23%,300xx,5 years,2017-05-14
7080084,3000.0,2017-05-25,18.03%,115xx,< 1 year,2017-05-25
4836521,10000.0,2017-01-05,39.67%,463xx,< 1 year,2017-01-05
19213698,26000.0,2018-10-16,38.16%,473xx,< 1 year,2018-10-16
16840437,19500.0,2018-07-25,45.68%,147xx,< 1 year,2018-07-25
5252435,10000.0,2017-01-31,11.15%,115xx,5 years,2017-01-31
15346321,2500.0,2018-05-31,100%,100xx,< 1 year,2018-05-31
12986504,26000.0,2018-02-25,40.83%,760xx,< 1 year,2018-02-25
10748349,10000.0,2017-11-10,44.85%,431xx,< 1 year,2017-11-10
5130786,1500.0,2017-01-23,17.59%,782xx,< 1 year,2017-01-23
15582595,5000.0,2018-06-09,28.1%,951xx,5 years,2018-06-09
13305065,15000.0,2018-03-12,10.14%,223xx,< 1 year,2018-03-12
14378109,4000.0,2018-04-27,15.68%,371xx,< 1 year,2018-04-27
17011471,5500.0,2018-07-31,1.36%,276xx,< 1 year,2018-07-31
17051874,40000.0,2018-08-02,5.57%,983xx,< 1 year,2018-08-02
142935,35000.0,2016-01-14,10.86%,208xx,< 1 year,2016-01-14
1758885,1500.0,2016-06-07,5.62%,871xx,< 1 year,2016-06-07
5458873,1500.0,2017-02-14,11.58%,329xx,< 1 year,2017-02-14
12454600,2500.0,2018-01-29,3.12%,252xx,< 1 year,2018-01-29
3180666,11000.0,2016-09-16,25.88%,900xx,5 years,2016-09-16
2058781,3000.0,2016-06-29,1.64%,481xx,< 1 year,2016-06-29
15642790,5000.0,2018-06-11,6.83%,539xx,< 1 year,2018-06-11
7525438,90000.0,2017-06-16,-1%,871xx,< 1 year,2017-06-16
423597,1000.0,2016-02-09,2.21%,484xx,< 1 year,2016-02-09
4927600,1000.0,2017-01-10,36.96%,759xx,< 1 year,2017-01-10
18691808,4000.0,2018-09-28,13.99%,444xx,< 1 year,2018-09-28
14279076,2000.0,2018-04-24,112.62%,193xx,< 1 year,2018-04-24
16447630,3000.0,2018-07-12,12.16%,124xx,< 1 year,2018-07-12
487249,6000.0,2016-02-14,18.52%,172xx,< 1 year,2016-02-14
564284,5000.0,2016-02-21,20%,368xx,5 years,2016-02-21
15260000,5000.0,2018-05-29,19.14%,951xx,< 1 year,2018-05-29
12519643,5000.0,2018-02-01,21.6%,104xx,< 1 year,2018-02-01
8399545,1000.0,2017-07-27,22.63%,747xx,5 years,2017-07-27
2089716,20000.0,2016-06-30,17.11%,173xx,< 1 year,2016-06-30
18155573,10000.0,2018-09-09,4.13%,554xx,< 1 year,2018-09-09
4691487,1000.0,2016-12-26,44.9%,339xx,< 1 year,2016-12-26
4941148,35000.0,2017-01-11,425.9%,150xx,< 1 year,2017-01-11
2503502,3000.0,2016-07-31,10.8%,980xx,< 1 year,2016-07-31
15341772,10000.0,2018-05-31,18.33%,967xx,< 1 year,2018-05-31
4390637,30000.0,2016-12-06,41.22%,362xx,< 1 year,2016-12-06
11255995,2000.0,2017-12-03,23.92%,297xx,2 years,2017-12-03
2115251,1500.0,2016-07-03,0%,282xx,< 1 year,2016-07-03
18112751,9000.0,2018-09-07,38.96%,027xx,< 1 year,2018-09-07
17253848,1000.0,2018-08-09,0.13%,922xx,< 1 year,2018-08-09
106175,35000.0,2016-01-11,18.56%,113xx,< 1 year,2016-01-11
16573767,35000.0,2018-07-16,38.88%,328xx,< 1 year,2018-07-16
10664405,8000.0,2017-11-07,20.68%,782xx,< 1 year,2017-11-07
14967411,5000.0,2018-05-17,14.34%,028xx,< 1 year,2018-05-17
20368088,1500.0,2018-11-27,13.62%,981xx,< 1 year,2018-11-27
9015773,1000.0,2017-08-25,7.17%,409xx,< 1 year,2017-08-25
13188985,30000.0,2018-03-07,42.45%,760xx,< 1 year,2018-03-07
9813463,11900.0,2017-09-30,4.66%,294xx,< 1 year,2017-09-30
1762596,6725.0,2016-06-07,17.91%,945xx,< 1 year,2016-06-07
1737814,5000.0,2016-06-02,2.24%,761xx,< 1 year,2016-06-02
10093978,12000.0,2017-10-13,19.01%,462xx,< 1 year,2017-10-13
3506596,15000.0,2016-10-11,5.73%,605xx,< 1 year,2016-10-11
7892504,2000.0,2017-07-05,100%,339xx,< 1 year,2017-07-05
8489923,10000.0,2017-07-31,41.55%,349xx,< 1 year,2017-07-31
5238125,10000.0,2017-01-30,8.24%,760xx,< 1 year,2017-01-30
8521892,4000.0,2017-08-01,0%,281xx,< 1 year,2017-08-01
4239913,7000.0,2016-11-28,5.99%,201xx,5 years,2016-11-28
15161556,20500.0,2018-05-24,100%,212xx,< 1 year,2018-05-24
18079917,2500.0,2018-09-06,46.8%,201xx,< 1 year,2018-09-06
4473396,10000.0,2016-12-12,25.19%,031xx,< 1 year,2016-12-12
20444690,2500.0,2018-11-29,12.1%,921xx,< 1 year,2018-11-29
9870501,3500.0,2017-10-03,1.42%,913xx,< 1 year,2017-10-03
15638051,9000.0,2018-06-11,6.45%,334xx,< 1 year,2018-06-11
13147990,10000.0,2018-03-05,45.67%,489xx,< 1 year,2018-03-05
16214583,24000.0,2018-07-03,13.84%,948xx,< 1 year,2018-07-03
12065785,20000.0,2018-01-11,40.84%,850xx,< 1 year,2018-01-11
16629845,18000.0,2018-07-18,10.89%,786xx,< 1 year,2018-07-18
19331056,1000.0,2018-10-20,16.75%,327xx,< 1 year,2018-10-20
6347659,2000.0,2017-04-13,13.6%,891xx,< 1 year,2017-04-13
5127639,10000.0,2017-01-23,17.83%,462xx,< 1 year,2017-01-23
3876319,10000.0,2016-11-04,2.94%,770xx,< 1 year,2016-11-04
15235546,35000.0,2018-05-27,40.09%,023xx,< 1 year,2018-05-27
17013082,10000.0,2018-07-31,3.59%,770xx,< 1 year,2018-07-31
15864173,8000.0,2018-06-19,9.7%,299xx,< 1 year,2018-06-19
10880072,4000.0,2017-11-15,29.93%,258xx,< 1 year,2017-11-15
3827842,2000.0,2016-11-01,23.16%,786xx,< 1 year,2016-11-01
20687943,5000.0,2018-12-06,5.2%,383xx,< 1 year,2018-12-06
15080040,12000.0,2018-05-22,44.8%,436xx,< 1 year,2018-05-22
1486156,2000.0,2016-05-01,24.24%,551xx,< 1 year,2016-05-01
19767226,5000.0,2018-11-05,16.61%,347xx,< 1 year,2018-11-05
8929609,8000.0,2017-08-21,17.52%,300xx,5 years,2017-08-21
11393519,6000.0,2017-12-08,54.55%,661xx,< 1 year,2017-12-08
12730287,40000.0,2018-02-12,90.42%,208xx,< 1 year,2018-02-12
18935445,10000.0,2018-10-07,5.18%,727xx,< 1 year,2018-10-07
20565683,1000.0,2018-12-03,4.25%,774xx,< 1 year,2018-12-03
8475949,10000.0,2017-07-31,5.16%,946xx,< 1 year,2017-07-31
3929926,2800.0,2016-11-08,15.83%,104xx,< 1 year,2016-11-08
21299540,10000.0,2018-12-29,24.15%,917xx,< 1 year,2018-12-29
10274886,2000.0,2017-10-21,5.03%,088xx,< 1 year,2017-10-21
15452279,3000.0,2018-06-04,22.66%,706xx,< 1 year,2018-06-04
6707930,4000.0,2017-05-04,5.13%,077xx,5 years,2017-05-04
19705449,15000.0,2018-11-02,35.75%,453xx,< 1 year,2018-11-02
18373247,1000.0,2018-09-17,22.69%,490xx,< 1 year,2018-09-17
11502238,25000.0,2017-12-13,29.33%,785xx,< 1 year,2017-12-13
4002480,5000.0,2016-11-14,38.23%,946xx,< 1 year,2016-11-14
17441551,15000.0,2018-08-15,28.96%,143xx,< 1 year,2018-08-15
10207552,4000.0,2017-10-18,17.74%,305xx,< 1 year,2017-10-18
13313547,1000.0,2018-03-13,80.44%,620xx,< 1 year,2018-03-13
20805152,15000.0,2018-12-10,11.35%,234xx,< 1 year,2018-12-10
1777222,2000.0,2016-06-09,3.84%,973xx,5 years,2016-06-09
5004566,5000.0,2017-01-16,1.24%,974xx,5 years,2017-01-16
16648149,1000.0,2018-07-18,16.47%,385xx,< 1 year,2018-07-18
5174473,50000.0,2017-01-26,-1%,117xx,< 1 year,2017-01-26
17539413,2500.0,2018-08-19,45.51%,230xx,< 1 year,2018-08-19
10159512,2000.0,2017-10-16,100%,560xx,< 1 year,2017-10-16
584365,6000.0,2016-02-23,1.07%,173xx,< 1 year,2016-02-23
15674940,40000.0,2018-06-12,37.74%,350xx,< 1 year,2018-06-12
2132510,20000.0,2016-07-05,19.05%,112xx,10+ years,2016-07-05
12422314,21000.0,2018-01-27,31.57%,871xx,< 1 year,2018-01-27
9506446,13000.0,2017-09-17,30.88%,195xx,< 1 year,2017-09-17
4025161,40000.0,2016-11-14,30.63%,369xx,< 1 year,2016-11-14
20829305,2500.0,2018-12-11,100%,088xx,1 year,2018-12-11
10342161,22950.0,2017-10-24,9.51%,331xx,< 1 year,2017-10-24
6227225,1000.0,2017-04-05,26.83%,282xx,< 1 year,2017-04-05
19757604,35000.0,2018-11-05,33.78%,368xx,< 1 year,2018-11-05
13895547,25000.0,2018-04-09,69.7%,802xx,< 1 year,2018-04-09
8755604,10000.0,2017-08-13,5.65%,535xx,< 1 year,2017-08-13
3744941,20000.0,2016-10-26,23.69%,956xx,< 1 year,2016-10-26
1513801,1000.0,2016-05-03,0.27%,932xx,< 1 year,2016-05-03
4511949,4000.0,2016-12-13,2.28%,129xx,< 1 year,2016-12-13
2900957,10000.0,2016-08-28,4.85%,666xx,< 1 year,2016-08-28
15091560,2000.0,2018-05-22,22.65%,146xx,< 1 year,2018-05-22
89193,1000.0,2016-01-10,10.64%,108xx,< 1 year,2016-01-10
8407875,35000.0,2017-07-27,19.4%,031xx,2 years,2017-07-27
16677446,15000.0,2018-07-19,20.9%,902xx,< 1 year,2018-07-19
10932378,13500.0,2017-11-17,50.27%,273xx,< 1 year,2017-11-17
7020558,4000.0,2017-05-22,32.77%,071xx,< 1 year,2017-05-22
18591526,20000.0,2018-09-24,11.05%,917xx,< 1 year,2018-09-24
9598304,5000.0,2017-09-20,19.02%,073xx,5 years,2017-09-20
21019896,2000.0,2018-12-17,8.49%,114xx,< 1 year,2018-12-17
10609306,4500.0,2017-11-05,10.79%,334xx,< 1 year,2017-11-05
20204320,10000.0,2018-11-20,19.24%,937xx,< 1 year,2018-11-20
400331,9600.0,2016-02-06,52.64%,032xx,< 1 year,2016-02-06
12559888,2000.0,2018-02-03,9.43%,303xx,< 1 year,2018-02-03
12339621,30000.0,2018-01-24,100%,760xx,< 1 year,2018-01-24
21031234,6000.0,2018-12-18,14.86%,296xx,< 1 year,2018-12-18
3187004,12000.0,2016-09-17,22.56%,040xx,< 1 year,2016-09-17
7787289,25000.0,2017-06-29,14.24%,302xx,5 years,2017-06-29
8090599,1000.0,2017-07-14,100%,982xx,< 1 year,2017-07-14
16796958,3000.0,2018-07-24,100%,853xx,< 1 year,2018-07-24
13678209,5000.0,2018-03-29,0.23%,434xx,< 1 year,2018-03-29
8517559,3000.0,2017-08-01,54.62%,773xx,< 1 year,2017-08-01
17890563,4000.0,2018-08-30,0.66%,900xx,< 1 year,2018-08-30
1138139,5000.0,2016-04-05,98.56%,606xx,< 1 year,2016-04-05
2231955,16000.0,2016-07-10,16.54%,935xx,< 1 year,2016-07-10
4582767,1200.0,2016-12-17,0%,379xx,< 1 year,2016-12-17
15887164,16000.0,2018-06-20,30.55%,984xx,< 1 year,2018-06-20
19939688,10000.0,2018-11-11,100%,928xx,< 1 year,2018-11-11
4809773,1000.0,2017-01-04,3.3%,156xx,5 years,2017-01-04
19369967,13225.0,2018-10-22,100%,532xx,6 years,2018-10-22
5674803,25000.0,2017-03-01,20.26%,585xx,5 years,2017-03-01
17057809,20000.0,2018-08-02,39.33%,760xx,< 1 year,2018-08-02
1201830,3000.0,2016-04-09,-1%,423xx,5 years,2016-04-09
129424,18000.0,2016-01-13,132.29%,206xx,< 1 year,2016-01-13
13656434,20000.0,2018-03-28,21.7%,891xx,< 1 year,2018-03-28
19785924,2000.0,2018-11-05,100%,921xx,< 1 year,2018-11-05
17876539,6000.0,2018-08-30,376.39%,467xx,< 1 year,2018-08-30
16798997,14500.0,2018-07-24,21.12%,146xx,< 1 year,2018-07-24
18668503,3000.0,2018-09-27,10.5%,112xx,< 1 year,2018-09-27
5518462,20000.0,2017-02-18,20.34%,026xx,< 1 year,2017-02-18
8622389,3000.0,2017-08-07,2.98%,023xx,< 1 year,2017-08-07
20242793,37500.0,2018-11-21,30.34%,482xx,< 1 year,2018-11-21
9211876,40000.0,2017-09-04,67.91%,080xx,< 1 year,2017-09-04
20028498,35000.0,2018-11-13,49.64%,296xx,< 1 year,2018-11-13
1617145,13500.0,2016-05-11,13.21%,633xx,5 years,2016-05-11
7631926,5000.0,2017-06-21,0%,112xx,1 year,2017-06-21
335092,10000.0,2016-02-01,6.93%,530xx,< 1 year,2016-02-01
